Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Parts_Per_Hour
210.16,91.37,31.462,17.43,296.04,22.23,6.72,36.0,32.15,27
197.41,142.65,29.432,17.229,225.76,18.96,14.03,74.2,138.56,35
223.2,128.02,16.376,12.204,385.37,19.69,2.25,92.5,0.64,84
229.47,97.49,15.218,12.462,368.34,27.83,9.62,54.5,142.01,76
191.69,84.59,44.642,16.689,254.02,22.93,5.79,56.5,110.97,21
191.73,128.34,34.765,14.0,293.43,18.12,1.99,8.0,51.95,36
182.57,120.07,25.962,14.847,117.41,27.55,3.99,111.0,160.75,45
231.55,108.32,29.113,16.555,308.72,22.98,9.79,101.8,81.06,38
226.47,105.45,22.997,17.331,312.16,26.36,1.4,48.4,97.16,45
213.22,95.18,25.346,11.258,207.76,23.48,9.29,92.0,5.53,59
239.09,126.87,34.471,9.762,165.9,19.02,14.4,38.3,80.26,67
236.4,147.95,41.484,11.502,374.52,24.16,12.13,87.9,33.47,42
220.97,92.3,20.524,14.09,228.01,27.97,5.84,62.5,55.23,59
240.78,121.8,40.211,12.106,296.11,18.35,2.93,55.8,50.43,50
194.41,109.69,18.647,14.82,110.0,26.42,7.51,7.7,9.2,63
187.83,111.27,21.45,8.642,224.22,20.35,6.5,115.9,92.1,73
198.88,97.79,16.115,14.117,345.18,21.94,14.6,100.7,104.52,66
184.0,137.76,19.224,12.416,216.27,21.73,14.86,95.4,114.21,63
217.18,113.97,42.519,14.416,280.95,26.99,6.75,37.3,92.44,27
245.56,118.04,28.783,13.07,162.96,23.04,3.08,35.5,173.91,59
182.75,101.33,17.33,11.411,224.96,22.47,13.75,69.2,7.54,74
188.55,92.73,43.792,18.849,378.29,26.18,12.11,101.7,122.76,20
211.65,86.01,41.37,10.217,269.94,18.49,8.16,112.2,173.23,32
245.37,129.99,37.64,16.176,370.58,18.86,6.11,33.0,8.21,39
202.13,93.74,43.004,19.096,370.61,18.22,7.27,73.3,99.26,16
215.51,128.31,21.604,14.464,383.24,24.88,13.63,87.1,117.81,48
182.91,107.33,40.091,18.517,368.62,23.26,3.59,27.9,38.18,14
190.38,109.1,35.7,9.498,100.98,26.76,12.29,49.5,50.5,46
249.06,112.84,41.093,13.925,380.2,22.99,1.25,23.3,157.12,30
247.56,105.74,38.907,13.484,141.24,20.22,13.89,84.2,113.48,47
180.35,87.04,25.395,8.097,111.98,26.05,8.0,103.8,63.16,67
246.63,101.67,38.232,13.319,116.62,20.94,4.17,105.4,152.95,56
224.74,126.46,22.874,12.428,204.67,27.36,1.04,80.7,149.34,87
240.75,126.6,24.858,16.038,286.24,20.5,8.83,42.3,69.08,62
211.83,100.04,18.237,19.26,220.69,19.68,4.42,79.7,97.73,49
216.09,112.21,43.052,9.029,107.67,22.93,9.84,103.8,132.9,42
214.22,93.54,23.73,11.93,242.94,18.51,4.94,75.5,68.65,53
226.68,94.73,30.619,13.329,232.64,18.36,2.23,50.1,125.8,47
189.78,81.61,26.74,13.462,327.05,22.96,8.07,110.5,50.21,38
182.1,142.77,43.798,17.298,183.88,20.15,8.9,100.4,58.4,26
201.56,94.75,25.051,13.321,165.26,18.09,7.34,106.0,62.13,47
229.33,95.93,38.356,8.326,176.78,20.96,7.41,108.5,187.21,49
194.13,99.57,40.662,16.521,191.12,22.77,9.26,47.9,166.73,27
227.14,88.92,28.068,18.618,279.75,21.94,8.37,103.3,113.03,31
247.89,124.75,26.345,14.167,241.46,19.35,2.86,68.9,112.77,62
186.57,85.26,37.432,14.973,201.07,23.8,3.76,5.5,11.23,29
227.08,89.39,42.387,9.955,212.29,25.1,2.99,76.7,129.9,30
211.06,125.13,37.648,10.648,211.28,24.76,10.71,57.0,65.62,43
240.77,103.78,21.814,10.822,391.72,21.94,8.4,33.7,122.46,69
192.4,129.56,41.649,13.169,169.9,19.38,7.02,116.5,168.05,36
228.48,119.02,26.627,19.138,345.42,22.99,12.18,7.6,9.1,28
238.67,97.92,32.287,14.261,312.46,26.9,5.56,113.6,121.41,38
246.12,125.56,39.943,10.305,101.67,22.69,8.95,20.0,112.84,60
227.83,88.14,20.652,11.193,397.95,19.96,2.04,45.9,41.35,57
214.8,117.55,38.535,12.608,326.93,18.93,11.42,50.7,129.29,29
223.25,110.6,32.885,15.479,304.73,27.44,10.73,88.0,110.97,35
240.82,98.75,41.8,13.28,221.6,25.43,12.23,26.7,153.46,36
219.94,122.28,20.159,12.709,266.56,21.13,13.38,118.3,22.12,62
182.13,140.99,27.62,14.777,175.98,20.95,11.61,90.1,88.72,40
245.17,149.92,39.985,10.902,110.65,26.95,12.82,95.0,199.59,69
228.27,122.54,15.577,8.947,350.81,19.78,5.84,13.7,137.86,99
227.36,108.33,18.366,8.293,368.95,23.35,5.81,57.7,136.86,70
195.1,95.76,44.717,11.015,148.74,25.14,14.22,113.5,63.57,33
226.12,98.0,23.412,9.099,336.12,21.96,13.8,33.1,18.78,60
207.57,113.56,44.266,12.036,322.35,18.4,8.68,18.3,189.9,29
225.59,105.71,20.476,17.275,153.51,20.28,6.13,58.8,21.09,56
187.46,143.97,25.833,16.596,226.55,27.02,13.12,111.7,198.54,33
226.05,105.78,37.586,15.331,226.83,23.23,5.53,58.9,25.16,32
249.96,106.14,34.733,18.23,327.99,26.15,3.15,49.2,34.18,33
183.37,106.85,32.434,11.385,351.3,23.56,9.95,78.4,61.67,37
248.4,138.56,30.897,18.621,128.43,27.44,1.6,112.5,102.48,58
208.48,125.56,40.303,12.791,268.89,27.09,6.31,6.8,158.08,25
240.95,122.99,22.048,12.811,328.52,22.83,12.31,19.3,194.2,55
234.77,103.39,28.274,12.864,335.86,21.18,5.13,16.8,71.76,37
219.69,137.25,19.664,9.177,144.4,24.02,14.04,11.2,4.08,105
231.69,82.69,32.878,19.706,257.65,24.75,14.38,37.0,123.34,20
241.5,140.96,22.516,9.662,357.27,22.98,12.42,28.3,142.16,74
208.29,115.89,25.015,12.091,195.56,26.22,14.83,66.3,79.49,51
202.89,107.88,29.138,11.832,227.54,19.83,8.43,39.9,36.7,49
226.73,114.8,15.803,8.896,341.31,21.34,8.97,49.2,61.2,99
236.55,126.72,17.758,9.827,126.8,24.86,12.71,113.1,131.16,136
233.36,80.89,35.578,8.538,357.85,20.47,7.9,19.5,98.84,41
235.85,141.01,27.869,11.509,193.35,22.4,6.69,47.2,148.68,86
210.49,111.27,40.944,18.4,100.44,27.64,9.61,31.6,43.63,28
237.25,104.01,35.84,12.073,170.25,24.26,10.21,66.4,168.4,48
188.41,89.68,15.243,9.484,126.85,27.49,11.51,88.6,31.18,96
218.11,110.76,33.501,15.748,127.72,25.22,10.35,98.2,65.98,40
180.4,114.74,17.812,19.959,307.85,25.25,11.44,62.3,118.24,38
202.72,108.26,38.428,10.788,164.19,23.92,10.44,102.7,147.37,41
205.65,127.51,44.745,11.355,380.42,19.42,7.73,94.4,53.24,27
207.73,109.46,30.936,19.662,254.93,23.2,2.89,19.7,189.62,23
228.68,147.3,35.483,10.145,238.03,20.53,12.0,30.2,141.22,60
207.2,121.95,22.119,14.135,230.29,27.99,1.43,80.9,43.54,58
211.41,136.52,28.128,10.876,307.78,20.67,14.9,117.0,145.15,52
196.63,87.65,40.683,19.188,235.68,20.31,12.6,45.8,139.27,25
206.13,107.81,20.023,19.778,138.58,24.24,10.39,28.3,150.54,44
195.91,103.58,22.966,17.776,364.05,23.11,14.53,104.4,183.18,38
185.12,119.86,28.363,11.777,228.52,18.21,9.57,24.8,142.34,50
222.24,140.28,36.367,12.842,122.2,19.3,1.79,84.0,70.38,58
226.77,85.48,26.277,10.908,258.81,26.11,8.83,5.1,158.1,53
223.36,85.08,42.832,18.689,294.2,22.84,4.88,3.3,139.17,17
212.44,139.52,17.834,18.975,182.67,19.46,6.17,54.7,114.85,77
206.59,94.9,26.124,13.026,340.1,22.65,7.43,79.1,70.77,47
240.43,126.81,36.269,15.878,300.93,20.53,11.84,17.9,184.21,34
216.34,118.0,21.78,9.987,295.1,20.24,8.04,91.9,102.55,73
213.54,138.3,34.692,13.219,226.25,27.58,7.65,16.3,125.62,46
181.79,88.76,19.927,15.578,388.57,21.62,5.23,64.5,83.07,51
203.89,89.08,16.679,12.625,182.26,18.46,8.56,37.7,156.16,73
206.61,118.98,18.63,12.291,273.31,27.7,4.48,90.5,68.21,78
207.92,146.25,42.9,8.012,192.72,25.95,4.65,96.7,162.13,50
220.61,109.05,31.553,17.652,323.44,20.54,11.6,8.9,21.59,29
217.35,102.89,38.89,18.672,114.34,22.09,5.8,23.9,141.79,30
222.55,122.47,24.98,19.634,113.77,26.62,1.72,107.2,95.38,49
233.54,145.13,32.78,16.631,343.26,21.57,5.81,50.5,139.75,37
236.91,138.58,29.849,14.586,230.28,23.67,9.94,57.7,106.28,55
230.27,149.68,43.372,11.231,202.35,23.35,12.4,21.0,26.86,49
246.89,81.58,37.427,19.992,282.26,22.01,14.47,119.4,95.4,20
181.28,87.9,36.916,15.077,310.57,24.4,11.45,110.8,192.91,32
193.7,122.66,16.391,16.174,160.36,22.73,7.0,1.2,150.97,68
180.53,137.44,31.49,16.189,155.63,18.21,5.19,66.5,60.04,34
225.32,99.97,29.01,18.143,387.45,26.14,2.81,104.8,188.82,28
242.86,96.74,42.835,8.116,276.9,19.13,9.79,52.2,155.79,53
197.04,135.09,22.72,10.643,217.03,22.64,8.14,53.0,72.89,71
244.89,83.95,23.095,15.986,340.43,23.8,10.49,46.1,120.71,45
184.22,105.86,27.34,18.742,257.55,25.06,4.32,4.4,85.34,27
245.41,115.41,22.301,16.224,172.5,22.11,5.53,95.0,19.34,80
204.61,119.22,18.876,12.962,162.02,25.36,5.09,55.4,161.21,79
187.1,131.0,40.722,12.339,219.06,19.31,12.17,64.2,38.22,32
214.01,104.84,31.748,16.855,357.97,24.53,3.4,31.4,91.61,30
197.97,122.89,40.841,16.895,118.43,26.26,9.52,94.3,140.53,29
199.94,120.98,39.934,15.285,165.56,26.89,1.72,95.5,186.44,29
201.51,118.33,23.461,11.498,367.95,23.8,8.69,66.8,12.55,53
236.21,124.83,31.432,19.102,136.52,21.13,1.89,108.7,78.65,47
217.74,98.16,17.497,14.623,288.89,19.63,3.46,14.8,122.93,60
201.79,85.93,42.458,17.486,164.05,21.46,2.58,94.6,155.86,19
222.72,88.35,27.128,10.572,281.76,23.4,5.85,67.5,184.19,48
230.13,95.72,26.81,12.128,214.93,19.96,5.81,28.5,0.1,60
199.08,115.01,24.083,18.495,130.5,27.53,12.57,16.7,125.55,38
208.95,138.83,28.82,8.601,274.74,26.97,4.16,36.8,1.39,72
188.53,129.09,22.553,14.148,304.91,18.33,2.21,102.9,157.45,45
192.68,135.23,26.246,13.78,304.08,23.62,9.45,94.7,29.93,42
227.68,104.57,38.998,17.015,291.11,25.89,10.62,77.8,178.92,25
192.7,108.33,40.028,11.383,250.07,20.45,5.13,11.7,31.02,32
216.76,107.56,24.125,10.629,255.84,23.24,9.44,114.6,152.87,68
229.63,93.43,29.07,19.114,290.69,22.06,11.86,37.3,57.86,23
187.48,84.29,41.215,14.861,307.08,19.97,5.87,73.2,111.45,27
219.71,121.36,16.58,9.256,296.46,24.15,8.35,96.6,121.69,98
197.96,149.25,41.674,10.316,276.08,27.94,3.05,16.8,41.35,40
247.4,91.68,21.576,19.986,146.75,21.65,1.33,78.6,59.74,51
213.85,83.27,35.356,10.347,163.18,23.52,14.74,4.8,21.5,42
236.42,134.57,32.477,15.326,178.07,21.28,5.2,13.1,1.06,56
218.52,97.68,31.588,13.042,375.9,26.77,4.9,87.1,47.89,35
183.04,138.08,40.781,18.627,327.82,26.65,14.63,19.5,103.2,23
224.32,129.28,18.047,17.062,265.86,19.79,11.2,53.8,142.72,70
246.6,146.2,25.411,15.163,175.62,27.0,9.19,30.6,158.71,76
222.11,108.62,31.148,8.129,133.27,19.52,10.79,51.1,13.95,68
237.34,126.34,39.339,18.558,369.63,18.95,10.94,10.2,54.48,22
241.89,112.54,21.493,13.336,367.8,24.53,11.69,90.8,154.04,58
195.97,124.14,39.088,19.179,133.21,21.86,1.94,10.4,96.17,18
194.84,111.47,26.989,13.946,339.16,23.31,6.78,100.7,36.44,36
222.77,93.2,20.667,16.331,233.99,24.53,5.13,79.9,78.44,59
208.77,115.55,37.77,8.832,197.19,18.53,1.99,50.6,54.01,46
238.79,117.0,17.727,16.942,321.73,20.93,6.78,104.1,10.13,67
243.0,136.74,30.443,12.056,284.3,22.61,9.63,23.1,152.73,44
204.74,131.49,16.916,12.216,334.01,20.67,3.5,32.5,58.34,79
196.58,126.47,25.693,9.424,122.3,18.49,5.27,17.3,189.03,72
234.64,87.94,33.032,9.762,195.58,18.87,9.95,46.4,177.63,50
199.24,130.44,31.683,10.229,195.8,26.02,9.11,118.4,143.26,47
237.58,115.02,27.14,11.938,198.93,27.11,13.16,20.2,65.33,65
209.66,142.59,27.871,18.704,250.74,19.52,12.08,99.9,55.98,40
226.73,144.39,21.803,12.419,184.9,20.49,14.52,78.6,95.05,82
186.69,83.86,28.676,16.692,233.32,24.52,9.36,2.9,70.92,33
223.67,137.44,43.598,8.993,210.33,27.54,10.78,113.4,180.23,49
211.62,82.64,40.514,15.093,320.59,21.0,13.05,116.6,24.7,27
221.06,105.7,19.357,13.783,281.05,26.55,12.76,111.1,144.89,59
191.76,117.96,15.893,19.735,296.09,23.06,11.06,60.7,122.18,43
231.58,90.37,43.006,18.154,163.18,27.57,8.0,27.2,161.26,25
240.4,132.24,30.802,13.458,197.65,19.36,4.82,47.6,108.5,72
195.17,80.58,31.135,17.302,106.35,27.74,13.28,74.1,125.91,23
186.7,91.8,38.422,10.316,132.51,22.41,11.87,46.1,192.55,38
181.65,120.66,24.441,14.748,179.52,27.53,12.73,85.3,18.39,45
224.94,130.01,29.457,8.895,119.64,22.59,2.97,95.7,20.97,96
222.5,144.17,44.06,12.177,280.79,23.3,5.41,25.9,78.72,43
218.27,129.38,35.164,10.71,399.44,26.05,6.95,49.2,94.55,44
196.24,127.02,19.612,16.627,130.24,25.23,12.74,115.0,39.97,63
207.36,107.6,18.997,13.881,346.37,24.2,13.5,30.7,16.53,56
221.61,80.09,21.128,17.013,135.64,22.17,4.99,42.2,4.44,57
214.77,88.41,38.001,14.184,300.97,25.92,10.61,5.2,152.92,33
249.14,117.42,23.861,9.038,292.95,27.48,2.09,40.6,97.01,97
189.55,127.26,15.642,16.824,370.82,18.1,6.73,45.1,168.68,58
228.66,109.22,43.325,17.999,134.18,23.88,7.81,12.9,72.17,29
208.3,131.15,20.091,18.842,194.63,26.66,11.72,1.2,140.69,45
209.97,116.53,15.287,14.864,127.23,24.53,13.49,69.5,97.7,96
230.23,85.19,22.114,17.043,222.21,26.01,5.72,36.9,122.41,51
228.47,93.44,22.051,17.025,373.48,26.95,8.39,3.1,74.04,38
249.39,138.8,27.66,9.869,334.46,25.51,10.06,103.3,16.23,74
188.99,130.74,42.612,9.971,316.87,25.17,5.6,70.5,189.47,35
187.29,142.63,41.376,8.851,259.91,27.65,14.8,21.4,167.22,39
230.7,88.23,28.707,11.839,365.05,26.64,13.26,104.0,62.38,38
220.49,149.32,27.327,13.682,234.83,26.15,5.15,31.2,191.74,62
199.19,94.66,31.65,19.975,144.91,18.86,8.11,28.1,60.1,24
185.56,80.82,22.304,13.172,351.28,20.39,4.23,107.5,88.6,49
186.0,149.82,16.566,16.715,183.89,23.57,8.2,22.4,151.03,68
242.59,99.68,43.177,16.321,116.09,25.1,10.57,105.6,61.8,38
193.43,126.76,20.601,10.454,137.81,21.03,2.2,96.6,64.9,98
202.64,92.37,20.952,8.702,282.72,18.93,13.18,37.9,82.02,67
195.87,120.62,29.174,14.552,282.12,21.11,9.31,5.1,93.68,36
204.85,143.28,29.748,16.404,178.05,25.71,14.85,10.8,24.72,35
184.86,102.41,15.553,19.979,318.15,26.77,1.36,14.0,3.5,42
216.33,126.92,19.439,12.303,332.09,27.13,12.64,107.0,183.83,58
184.73,93.15,26.345,18.756,376.15,21.79,12.09,49.1,70.64,25
236.02,123.74,35.512,12.583,275.48,21.73,2.86,4.9,20.34,50
196.36,103.55,21.853,16.273,333.83,22.07,5.69,67.2,151.83,43
217.8,94.78,27.69,15.179,325.93,21.76,13.39,25.8,59.01,30
241.61,101.92,31.72,8.636,177.34,24.66,8.26,29.0,36.33,71
225.56,92.52,41.658,8.941,193.07,21.58,6.62,20.1,192.52,39
217.31,143.13,24.782,8.249,243.54,18.2,13.68,91.7,184.11,95
202.7,107.8,19.007,12.45,105.71,22.39,2.31,1.1,21.15,81
203.31,97.17,29.678,16.95,189.22,20.24,7.62,53.2,179.86,33
226.86,111.39,37.402,10.073,242.16,18.29,10.13,11.3,178.17,45
249.59,102.44,18.296,15.27,132.42,22.71,9.52,66.7,126.87,76
226.33,132.11,27.741,11.466,137.88,20.06,4.7,42.2,105.95,86
219.04,147.99,15.534,17.564,238.97,22.53,8.89,4.4,43.49,87
231.15,110.66,16.007,17.581,319.29,20.78,10.92,55.9,24.28,63
212.56,140.27,29.489,17.305,350.12,24.04,9.19,68.9,121.27,40
184.21,119.61,23.946,14.298,263.89,27.91,10.58,30.5,164.39,42
219.36,91.01,40.353,11.415,242.42,23.47,4.59,92.1,137.73,33
247.03,128.34,33.065,17.713,215.28,24.47,12.66,45.2,36.16,43
192.27,115.94,28.618,10.233,157.88,27.19,7.3,90.2,58.0,60
228.3,125.54,27.238,11.477,143.97,21.74,14.82,69.9,109.28,62
194.07,142.28,29.917,10.207,337.57,19.67,1.33,104.4,125.0,43
217.51,110.83,16.213,16.091,239.5,20.83,6.32,66.1,14.45,75
186.77,143.08,41.784,16.235,337.1,22.03,3.53,23.1,122.81,28
211.53,132.55,44.949,15.83,311.22,24.45,8.78,98.9,147.26,30
232.93,114.2,20.445,12.987,158.17,18.05,4.4,94.2,36.27,78
204.33,122.23,18.611,9.202,253.09,26.53,11.32,116.7,49.24,73
226.54,102.79,19.307,18.934,233.2,18.76,13.35,12.1,51.78,43
235.68,148.85,34.831,14.093,227.16,27.01,3.95,71.4,187.96,52
244.9,126.71,34.843,12.884,262.77,27.49,3.25,59.5,81.4,56
196.42,83.07,40.438,15.066,394.62,27.9,13.26,80.8,106.11,23
207.95,102.86,37.555,10.313,343.87,26.1,6.06,117.6,144.86,33
190.67,123.63,28.491,9.591,371.11,19.42,7.08,64.3,74.29,42
249.47,83.94,33.386,12.866,108.89,25.06,4.09,82.6,21.11,61
244.89,81.67,35.649,10.727,142.1,20.03,6.95,42.3,130.86,62
217.8,111.5,30.382,10.931,125.43,26.97,4.24,36.6,133.45,59
238.94,103.29,29.27,18.71,178.97,21.17,10.32,40.9,52.11,38
216.47,110.68,34.353,14.369,232.57,21.27,7.98,5.6,7.05,34
223.65,98.39,31.724,13.802,292.62,27.18,12.03,34.9,133.07,34
186.24,91.53,34.318,16.274,250.25,18.13,5.38,21.6,140.69,31
232.87,128.24,33.386,19.419,370.96,19.94,8.08,55.4,5.21,28
188.94,116.02,36.576,9.346,381.96,22.22,4.63,55.8,138.64,38
237.82,94.01,34.284,18.002,149.06,25.01,14.08,92.1,187.79,28
234.74,102.37,30.592,15.008,355.87,24.48,8.31,60.8,35.76,32
229.61,121.43,35.454,9.754,244.52,24.69,3.43,56.1,104.26,66
182.53,85.06,28.484,11.566,236.0,26.8,4.82,28.6,139.36,48
201.22,90.32,22.25,13.788,335.48,19.21,2.16,102.4,46.02,48
198.42,85.13,15.043,16.294,127.94,23.22,1.39,11.8,150.31,72
205.21,136.86,31.799,10.911,364.75,25.25,8.36,117.9,173.62,37
186.13,132.67,32.72,14.419,301.26,24.36,5.72,57.7,162.91,29
245.59,132.73,44.161,16.216,362.58,22.48,14.49,23.1,51.78,20
218.77,130.14,25.844,13.385,398.34,18.17,3.4,43.2,160.84,46
201.39,126.86,26.824,18.356,255.4,18.6,12.11,2.8,82.67,32
207.79,113.39,21.054,18.434,127.98,19.19,5.42,20.8,53.29,46
211.3,124.96,17.116,13.648,149.96,21.43,4.13,40.9,33.59,98
222.04,82.69,38.184,19.675,197.09,19.18,14.57,67.0,181.8,27
216.1,123.5,22.49,8.907,131.07,22.26,12.24,16.4,85.38,82
244.36,134.45,33.267,8.04,344.6,19.79,9.83,81.4,173.15,69
214.79,115.03,35.633,12.568,189.06,25.79,10.76,101.5,31.91,47
249.45,105.03,29.137,15.213,392.77,26.71,14.88,69.1,153.4,34
239.6,99.42,41.291,15.55,310.78,21.9,9.3,36.3,22.0,33
194.6,125.0,28.314,13.717,152.03,23.11,2.43,15.4,3.51,58
245.14,128.5,23.547,9.499,242.81,27.53,1.91,2.8,199.01,93
188.15,140.97,41.88,10.046,240.07,23.36,10.33,88.1,14.71,40
237.22,103.96,40.847,18.226,247.75,27.95,10.21,75.8,92.31,33
206.64,133.88,19.921,18.415,260.71,19.42,11.47,57.7,175.68,39
241.46,119.29,15.779,16.087,109.35,26.62,2.52,13.1,163.88,108
240.76,141.8,17.7,15.971,305.89,22.97,14.23,25.6,94.24,69
236.41,116.95,23.596,15.172,246.16,18.23,8.72,98.0,122.17,60
235.3,116.23,44.168,10.435,337.29,27.72,10.09,58.1,125.94,29
201.33,120.45,31.755,13.139,344.6,27.65,1.49,115.6,21.96,40
185.66,132.45,26.198,16.351,169.16,21.83,14.45,120.0,56.98,36
208.21,147.53,41.661,14.447,114.53,27.54,8.88,96.3,60.2,46
192.15,85.15,28.594,8.223,310.97,19.41,8.89,31.7,75.63,49
228.65,83.74,24.457,19.443,393.33,24.8,14.21,28.5,54.78,33
204.23,145.63,43.237,18.138,234.0,19.92,14.01,31.2,50.3,21
248.29,117.09,40.486,11.127,177.88,20.47,4.08,118.4,70.96,56
224.87,123.04,40.31,15.398,147.0,25.79,14.04,40.9,75.85,41
237.57,113.77,30.369,19.079,186.23,21.77,11.31,85.1,97.44,43
189.28,86.56,38.683,9.152,198.38,18.07,1.26,115.1,34.71,40
240.34,133.77,20.381,14.036,227.16,22.14,4.36,98.5,157.67,91
244.59,132.31,32.197,13.475,296.62,20.28,6.78,72.1,172.13,52
214.09,101.82,44.515,12.922,181.95,24.83,9.16,21.1,49.63,34
222.44,101.44,23.729,18.027,115.29,19.94,10.82,21.8,24.66,47
233.54,138.65,38.831,12.568,211.98,26.42,3.94,59.6,144.46,56
192.24,85.07,29.714,8.764,356.69,20.67,12.71,114.3,184.85,48
215.18,141.68,16.194,8.79,249.51,21.93,12.84,108.6,7.03,123
207.91,97.97,37.891,8.513,389.44,20.98,9.89,20.8,2.89,38
190.25,121.51,20.057,12.91,251.09,24.44,13.9,35.2,36.69,59
205.73,145.52,33.944,16.621,182.77,19.01,12.38,71.1,136.96,31
184.77,127.47,17.57,10.445,157.99,22.78,4.1,57.8,192.96,91
181.81,109.01,43.406,15.758,308.36,21.34,12.18,15.2,150.08,22
189.46,128.27,23.752,16.245,260.91,26.84,14.34,44.9,114.61,42
247.42,104.08,21.794,11.062,281.2,18.73,2.93,114.6,140.11,75
218.47,99.41,18.874,15.207,326.54,26.3,14.7,114.2,46.14,54
247.61,149.77,43.38,16.218,317.77,19.68,1.35,67.6,137.71,36
210.27,132.56,36.357,13.599,113.01,18.89,8.31,76.6,64.29,52
201.83,125.13,37.25,12.041,340.77,20.02,11.83,27.4,44.48,32
215.43,104.87,29.982,15.43,259.81,19.03,12.07,89.3,47.31,34
210.77,83.44,29.242,19.734,217.51,23.21,11.29,7.2,133.56,25
187.4,82.17,18.301,13.122,261.26,27.88,8.41,27.3,153.45,65
224.86,118.79,31.795,12.701,283.74,18.34,10.11,1.7,116.36,40
195.12,133.34,22.407,13.571,144.85,22.61,10.8,46.9,12.77,68
223.37,117.62,44.314,8.915,225.22,21.86,7.92,102.2,7.6,44
225.51,138.85,38.897,14.638,200.68,21.4,9.34,117.9,43.43,53
190.64,82.34,27.39,11.944,205.12,21.32,12.85,80.5,57.29,46
184.29,105.67,19.54,9.457,127.4,26.95,5.38,89.6,80.96,78
234.65,96.59,38.56,13.595,147.95,18.19,8.32,32.3,15.21,37
212.19,111.31,18.662,8.041,148.55,25.75,1.12,62.9,145.03,105
184.07,85.07,20.68,12.821,211.97,20.53,10.62,88.7,142.3,56
249.64,146.79,21.346,9.269,368.35,21.83,3.74,60.2,69.34,105
184.04,95.63,31.707,8.292,161.81,22.2,7.73,11.5,112.6,53
228.65,144.56,38.612,17.894,224.86,21.05,3.94,89.2,20.18,40
248.86,109.81,24.429,18.995,193.48,18.94,1.33,27.1,83.04,45
196.74,148.99,17.54,10.492,336.21,19.14,7.77,12.6,171.51,72
189.96,118.78,28.936,14.472,115.04,20.98,6.95,57.9,132.12,46
188.5,145.16,37.443,11.335,158.96,26.22,6.95,9.9,20.79,46
201.23,80.37,21.65,13.923,163.19,19.35,3.92,75.9,169.52,59
187.07,132.38,21.598,13.24,397.89,25.43,14.26,77.2,136.14,51
228.45,143.21,43.417,11.229,271.23,20.89,1.05,31.5,90.61,47
184.36,89.78,43.625,16.405,141.69,26.83,13.48,115.8,138.42,23
215.66,86.73,44.714,9.518,181.66,22.28,11.32,99.1,34.56,34
249.77,109.72,39.23,8.637,150.35,19.72,3.41,14.0,110.1,63
236.98,145.36,20.646,17.212,137.38,27.86,7.61,90.1,123.59,81
223.07,117.97,21.359,15.991,339.15,19.77,14.84,43.0,185.55,46
201.44,116.92,25.207,13.982,248.73,23.68,10.01,90.3,13.38,49
223.67,89.88,24.544,13.613,289.36,23.69,2.78,96.3,74.96,48
216.89,80.06,43.696,13.969,199.38,21.73,7.41,19.0,187.36,23
209.83,136.71,38.672,13.244,266.11,27.51,7.55,79.8,43.44,44
189.15,86.13,36.72,12.715,177.27,26.44,12.23,103.7,162.64,35
242.06,124.37,20.579,13.996,192.41,26.3,13.83,39.5,0.32,96
211.48,144.02,42.286,14.342,295.67,27.74,2.15,10.6,5.18,28
193.62,94.61,39.836,16.303,145.11,22.57,5.4,4.2,65.52,23
205.74,126.57,19.909,16.534,285.17,18.97,5.18,14.1,153.7,42
208.99,85.51,41.135,12.532,355.67,25.65,14.94,1.5,20.83,27
237.93,122.26,23.167,12.962,136.13,21.81,8.83,39.9,76.57,81
231.35,91.48,17.426,12.484,369.24,19.9,13.32,36.6,26.29,68
233.85,131.52,34.705,14.438,123.83,22.83,6.96,14.1,44.72,58
180.77,101.09,34.614,13.44,204.67,27.26,11.12,78.5,100.6,34
209.13,112.44,17.848,18.675,283.15,19.71,5.01,119.0,63.83,48
213.69,121.96,24.566,16.356,267.82,26.49,13.77,108.2,42.38,40
181.34,91.99,44.784,18.784,128.92,22.18,7.37,31.1,78.7,17
198.19,131.91,35.353,16.51,339.67,19.37,12.25,92.6,140.21,27
233.22,101.18,36.902,19.652,391.95,26.48,4.58,112.5,23.88,19
189.6,126.37,21.388,15.629,154.37,27.7,10.71,108.9,95.92,55
217.47,91.08,17.363,19.563,368.54,20.91,6.67,106.3,54.94,44
195.06,128.17,23.307,9.898,267.04,21.04,1.44,94.6,75.72,70
180.85,88.97,22.467,8.63,380.78,21.91,6.78,35.9,164.31,59
196.88,109.77,22.036,14.95,152.83,26.14,8.7,10.9,185.95,49
248.31,97.3,20.783,19.802,337.61,18.1,3.12,59.1,48.6,49
236.11,132.39,32.243,13.011,117.93,20.24,3.57,7.5,125.99,61
247.17,98.34,24.843,10.545,364.96,25.06,7.51,119.8,135.34,65
214.15,141.72,39.61,14.258,302.25,22.06,5.8,43.6,168.5,31
187.68,142.43,20.518,15.786,211.08,21.3,7.17,115.0,179.81,57
218.36,93.75,28.939,11.782,157.14,26.72,7.45,93.0,93.6,45
211.81,122.97,15.41,16.577,344.96,27.17,2.96,49.9,196.52,57
239.1,86.14,29.45,19.701,280.97,27.48,3.54,15.1,194.17,24
